id,forecast_ele_bill_next_01m,forecast_ele_bill_next_calyear,forecast_ele_bill_next_12m,forecast_consumption_ele_next_01m,forecast_consumption_ele_next_12m,forecast_consumption_ele_next_calyear,forecast_discount_value,forecast_meter_rental_next_12m,forecast_price_period1_ele,forecast_price_period2_ele,forecast_price_period1_gas
f1807240b0da18e644bac389ba02ab23,,,,,636.86,800,0,128.89,0.115237,0.100123,40.9390266
f1807241fd3974f7ba0b35891fcfeb10,,,,,1408.72,0,0,128.56,0.11691,0.100572,40.606701
f180724080787fae10405ec2d8c79d6f,0,0,3995.3,0,3473.66,0,0,17.5,0.141838,0,44.31137796
079f5f9fd3d1674073feb0d5203f1933,,,,,53.91,6,0,16.62,0.141434,0,44.31137796
184216b4292763b3ef69a09b9f4e24f0,,,,,421.25,0,0,16.26,0.141259,0,44.31137796
9abc34ceb3bf616600f1f3ed012c85db,,,,,5983.57,3974,0,9.67,0.142996,0,44.31137796
f180724e0cdad615a18046cc0860d633,,,,,6265.05,5108,0,359.51,0.097701,0.089427,58.99595196
f18072413d857ed5896e249ef2cba9e6,,,,,806.47,0,0,17.21,0.165793,0.088539,44.31137796
f1808232d9d626a9dae3e187fa3c58bc,,,,,0,0,0,132.76,0.092453,0.086393,59.17346796
f180724a40bff4578895eb1614a2dcdc,,,,,5529.6,998,0,358.64,0.096095,0.08782,58.99595196
f1807241a46deae1b6462d30355b6479,,,,,3434.65,3570,0,132.97,0.1169,0.100015,40.606701
f1808235f410a65c91160febde0a6c8f,0,0,2541.97,0,2040.12,0,0,19.66,0.138769,0,44.44470996
f180823dce386fc9f632d8e943c3dff6,180.3,180.3,2157.31,33.34,388.59,339,0,167.63,0.116509,0.101397,40.9390266
1122e6d86f9b2187b4ae5bd0f54ee668,,,,,379.67,0,0,18.51,0.144902,0,44.31137796
f18082317e088f70d1a0b9bbe270c40b,,,,,385.67,322,0,131.78,0.115174,0.098837,40.606701
68be909939543532d92ae05948e221d3,,,,,837.93,0,0,15.96,0.143227,0,44.31137796
f18082307ba25a19f5ed4cab9af7d8a4,0,0,3775.01,0,3285.17,0,0,19.18,0.142996,0,44.31137796
f180724edc99b77fa2923de0fdbc250f,,,,,575.94,321,0,17.1,0.144902,0,44.31137796
1e0bc5bc5b7935daa9a98d1e8957b43d,,,,,0,0,0,0,0.0006,0,0
37ed8329b9a8715964c506d6b5b1a4d7,0,0,1060.58,0,577.84,0,0,16.36,0.141434,0,44.31137796
f180724ba87bc2c573b0e79ea5ee0a3d,,,,,1226.9,1379,0,0,0.144902,0,44.31137796
cf9ca40da4a2c909dc30a68937d3d9f1,,,,,2283.55,2099,0,0,0.145789,0,44.31137796
59e8b6f8feedfb43c34f669d88a600f8,,,,,746.16,470,0,20.08,0.146694,0,44.31137796
f1807247cbdf5ad657c2e82dedf69c0f,,,,,2677.19,0,0,19.53,0.141666,0,44.31137796
0d022e4d18ba432868b02c739b034fe2,,,,,0,0,0,143.96,0.115237,0.100123,41.2713642
f180823c31affc17e4e629da2a0ee488,,,,,3851.34,6981,0,131.77,0.097701,0.089427,58.99595196
67f5df00c93da0f74ae8bf37683ec482,,,,,429.8,0,0,18.29,0.145711,0,44.31137796
f1808231ebe4b3af4bdda2136de9cef1,,,,,2531.15,2550,0,143.46,0.115939,0.100823,40.606701
f18082353e0765064787df63c83c9093,,,,,541.84,712,22,131.01,0.173325,0.146676,41.1052014
5d117899fb2653e3a95cd46891f0d8fe,,,,,1218.9,1245,0,131.4,0.1169,0.100015,40.606701
e0a754354489e3eadc2cf5518fc883d3,,,,,2205.81,0,0,14.43,0.165025,0.086381,44.31137796
f1807241375629956ae637a4ca504d66,,,,,3315.98,5743,0,0,0.115174,0.098837,40.606701
5d59d5f1a7bb45ae44adb6c5e46dbea7,951.73,951.73,6009.75,871.54,5522.63,4330,30,15.88,0.19923,0,45.80687796
701871291b7c92ba6c16e089ad297f25,322,322,3898.14,131.14,1839.37,1413,0,167.81,0.115174,0.098837,40.606701
2051707eed3de17c6039d210e2f126f6,0,0,0,0,0,4246,0,0,0.000901,0,0
be2d3105f172cac1f8210c3e0cc48809,,,,,7368.04,10794,0,130.37,0.097634,0.090062,58.99595196
f180724c457b716da9e9f477e49b1203,2317.83,2317.83,10800.53,924.1,4154.04,9902,0,156.51,0.103919,0.095644,58.99595196
941189653cac57854f4ab2abf918bd7d,,,,,3473.15,2630,0,129.61,0.117488,0.100598,40.606701
f18072400bf3995126e432218c5a50ba,,,,,1700.3,1207,0,132.14,0.114603,0.098261,40.606701
f1807248c58f6675d36c6ff6f9e4caa4,,,,,2764.32,4490,0,133.02,0.098925,0.09135,58.99595196
057bea103a5d9a8afe79cca87f2034d9,0,0,1028.97,0,511.06,0,0,15.44,0.14612,0,44.31137796
f180724f3a77746e8686b0e688559da3,,,,,68.59,0,0,9.26,0.164197,0.085553,46.30537836
7c274fa43f53cc69a5f1ab11d472918a,1417.68,1417.68,17049.77,894.15,11121.5,9600,0,143.44,0.114008,0.097123,40.606701
f180823a446dc1bc097674b8726ff16f,,,,,2609.28,0,0,16.39,0.164057,0.086803,44.31137796
013f68981653185623a6bb5bbcbe012f,,,,,2707.47,2101,0,134.21,0.11691,0.100572,40.606701
93d6d23424c9c4e7c33da64b3580a85c,481.48,481.48,5127.56,329.52,3353.33,3649,0,142.48,0.115174,0.098837,40.606701
f1807240cc1c92311cdd96a67090cd34,,,,,943.33,0,0,17.6,0.147502,0,45.31137756
0fbbad87b2fe832f2d77d0d7b6fe200d,,,,,2474.45,2588,0,16.88,0.162326,0.085068,44.31137796
4b237d4bd9943dba340cec5f96740186,480.98,480.98,5378.76,361.31,4182.23,3598,0,145,0.115939,0.100823,40.606701
182017c3b76419404eee4688bed931df,,,,,264.74,355,0,0,0.144902,0,44.31137796
edebcd733c5e1c6cc1721f18fcec3ac6,,,,,826.85,2479,0,17.33,0.165794,0.087899,44.31137796
0b1ea41871b394f1bedc451b203ea67e,1090.6,1090.6,11600.2,1031.22,10860.81,9486,0,20.03,0.161454,0.084198,44.31137796
a8fe0776ba76f421fbeda53df64f11a7,,,,,4188.21,4270,0,58.28,0.140682,0,44.31137796
f1807240f5231100b2febab862f8dd8e,,,,,5139.81,3273,0,13.88,0.142819,0,44.31137796
09da56b05bfe611d9633d06055510aae,,,,,2533.3,363,0,141.32,0.114667,0.099548,40.606701
f180724dc1a3e5e0e2af9320e0f4f900,,,,,2036.19,0,0,19.48,0.144631,0,44.31137796
50d13518c0bf00946f5ec594bb7d0992,,,,,4963.09,4755,0,359.25,0.1169,0.100015,40.606701
f1807243b75af05ccb950e16d3e508ca,,,,,3694.37,0,0,37.01,0.164637,0.087381,44.31137796
f18072470257bdd70bd85dff8167a373,493.45,493.45,4672.61,377.28,3467.82,3911,0,145,0.114604,0.098262,40.606701
f18082385ac6f9c2e169ba1a58e50288,,,,,889.69,996,0,132.11,0.1169,0.100015,40.606701
6ddec26d7d1d6eb8103f7aedd2a2476b,233.98,233.98,2303.75,67.09,660.14,666,0,146.38,0.118646,0.102308,40.606701
7fba7a1685b61073cde739ab3cf79442,,,,,1516.22,0,0,14.96,0.143166,0,44.31137796
c5b9fe7fd8d3a6f5d06fd40103dbc3e7,,,,,1384.48,1320,0,19.8,0.140621,0,44.31137796
f1807240dccd1453f6f633a673aac4a0,,,,,1136.55,0,0,372.63,0.092453,0.086393,59.17346796
b10e5f71492bd5804d572a96f4d4e50d,1273.8,1273.8,9032.17,970.52,6313.79,10224,0,147.25,0.1169,0.100015,40.606701
9006c8b7663ff0ff03ba4d364bf22bfa,,,,,998.73,1039,0,6.49,0.143805,0,44.31137796
5c6ec5b0116630d20c3c4633a0e42f71,,,,,629.36,717,0,18.74,0.142881,0,45.80687796
f1807242c20d3125d4018495bc28f268,,,,,16914.9,17264,0,160.47,0.110269,0.095152,40.606701
e6dc66c99cfb913948737f36c0d197f4,,,,,1042.85,0,0,122.5,0.115174,0.098837,40.606701
c9006486ca75f3b05212fdab6687b77f,,,,,2104.82,0,,88.63,,,
077924655543cd8a3f2dcedabc66bbe0,,,,,2025.8,0,0,15.85,0.142065,0,44.31137796
dcd1e8a294d137139ac1d7f300046446,268.07,268.07,2785.8,110.17,1388.58,1105,,144.01,,,
a4ce285b9fc2c6c40914f2259161d8c6,,,,,503.58,603,0,132.53,0.1169,0.100015,40.606701
f180724cf0868cb7fc3c99e0342db119,,,,,913.86,2832,0,16.56,0.164057,0.086803,44.31137796
8752e89b598fbce4c5a3d93eb89f9205,,,,,867.1,812,0,15.09,0.167086,0.088444,45.30837756
d43d373ec3cfe586b12d1b44b019d7bb,,,,,7110.63,5689,0,129.61,0.1169,0.100015,40.606701
f18082399125251ba1136d0aad111806,,,,,4137.15,-1027,0,0,0.143166,0,44.31137796
49ffa8d0eaeeca6b797391bd30d60ef0,,,,,838.77,653,0,9.53,0.145711,0,44.31137796
d9a4a345aabdbb8305cc1ac4a57b263f,,,,,1451.12,1274,0,118.95,0.115174,0.098837,40.606701
f180724eed336e1fb2ba4f9a15d6deec,,,,,298.52,316,0,132.17,0.11691,0.100572,40.606701
f1807240284068dc17b8051bb8603e27,,,,,1828.29,3749,0,131.53,0.11286,0.096521,40.606701
f180724ecbdf432a7478847b5af3f667,0,0,834.68,0,414.6,0,0,15.73,0.147506,0,46.30537836
1a7e0012539510b4314c97a9d5ca2ddf,,,,,619.56,0,0,18.37,0.144902,0,44.31137796
369889147ad7d872e7a055904cd844f8,,,,,5443.39,3538,0,0,0.115174,0.098837,40.606701
52184de475a7f63165ad8add5b5d9056,,,,,520.58,0,0,62.56,0.237776,0,44.31137796
3060891665a1261020ea265d81efb976,100.41,100.41,560.67,6.24,26.3,42,0,15.66,0.146694,0,44.31137796
32c5db4a966db99fe1a5101b4601fb38,,,,,244.08,100,0,21.3,0.144902,0,44.31137796
f1808230af837073931dd6219536236f,,,,,404.63,0,0,16.08,0.147506,0,46.30537836
f180724ab424d288a7d8c4fd82a61ecb,,,,,231.48,326,0,131.38,0.120372,0.103487,40.606701
f180724aee06f8212dcb10e571b6e2c5,,,,,704.09,0,0,129.38,0.114603,0.098261,40.606701
f18082371e1f5d0c847b400424ce4180,60.26,60.26,648.15,20.8,220.73,140,0,17.97,0.146694,0,44.31137796
94190033946d03dcf4d803e7c89f5b96,,,,,1228.17,1046,0,132.16,0.115174,0.098837,40.606701
f18072409f90b643799c6a5f2ca0a2d6,,,,,147.42,29,0,17.96,0.145884,0,44.31137796
dd3a3fe06ae7005268d88f11dd61322f,1805.83,1805.83,17356.47,855.78,7644.41,9243,0,144.77,0.113323,0.096984,40.606701
f1807244b455332dfb583636188d15e5,,,,,3200.54,3254,0,18.24,0.143166,0,44.31137796
168d7d396a88e3777b25e7144fd8a1ab,,,,,296.88,234,0,131.76,0.1169,0.100015,40.606701
f18082313e34c00bdcedaeffbcf7efed,,,,,867.4,0,0,19.45,0.144902,0,44.31137796
f180724d1c5fb5da4fbb8a6bb3044384,0,0,911.44,0,533.71,0,0,17.34,0.146348,0,45.80687796
50a03ac7384bd74d5e2ab8be59557efb,,,,,2814.73,2369,0,142.2,0.115174,0.098837,40.606701
c9e9260bc95b818f46c2c6d78a62548e,0,0,833.74,0,346.26,0,0,1.05,0.146348,0,46.30537836
f18082370b71df25157401f4f439d6da,,,,,1005.54,746,0,131.38,0.102772,0.093731,58.99595196
f180823adfec8a906dfa5c6d836231e6,,,,,3485.92,2797,0,131.87,0.11691,0.100572,40.606701
f180823977f81c553d2d779339ca26ba,,,,,2163.02,0,0,0,0.143166,0,44.31137796
cb685760aac7647ebcfcae5ced75d223,385.73,385.73,4495.19,211.18,2699.73,2193,0,145.39,0.114586,0.097701,40.606701
f1807243b23df16ebc65f1321e1e9b1b,,,,,2584.72,0,0,16.32,0.165022,0.08638,44.31137796
c490c40b074a57a84cce6864d3e7ab7e,,,,,989.68,943,0,131.39,0.134902,0.117962,40.728885
facdd61053e6ead385de41c96924bb50,,,,,949.33,0,0,38.98,0.167086,0.088444,45.30837756
f18082335ef43919d3a14d6236a973fa,1162.13,1162.13,6750.45,1075.33,6163.78,7805,0,0,0.136329,0,44.44470996
f18072426d5c00953a5712367e273473,,,,,1099.49,0,0,18.32,0.144058,0,44.31137796
6e4abae5589dabbbf0f875fa5d40f879,,,,,0,0,0,362.59,0.092453,0.086393,59.17346796
f18082309cd0724b221cd9668d6a2329,,,,,3229.76,4790,0,135.31,0.115182,0.098841,40.606701
6ceac0d0feb70dd8c607be035dadc4aa,,,,,1029.41,0,0,121.13,0.115174,0.098837,40.606701
21a368f58462640d87141702da33e9dc,,,,,648.63,0,28,18.9,0.186188,0,45.80687796
f18082306cc4d41d7b3fb49539f7e023,,,,,3037.25,3338,0,132.5,0.11691,0.100572,40.606701
098b49e16d2ae5eba9c342cf80a4787a,,,,,232.5,196,30,18.32,0.182936,0,47.80087836
416f0fba01e723e0203315445cc36b55,0,0,2464.12,0,1959.5,0,0,35.46,0.165022,0.08638,44.31137796
f180724624b0339bc17c23eb074de76f,119.33,119.33,1266.34,70.66,821.24,487,0,19.93,0.14346,0,45.80687796
f18082389e1642005243c17b619fd04a,1023.24,1023.24,8416.61,777.52,6100.6,9418,0,145.38,0.107659,0.091318,40.606701
ba9981f5691f6029428e7322acc036e5,,,,,191.6,0,0,14.65,0.147506,0,46.30537836
f180823939c4e97e01615bf29910d878,,,,,7320.62,3095,0,19.98,0.144058,0,44.31137796
f1808232039bdb9761b955900cd19dcf,1568.68,1568.68,16106.23,1263.18,13284.06,13440,0,146.18,0.110083,0.093746,40.606701
aee8aa9bcd9ae75960e1bba1d0078389,,,,,353.94,0,0,18.37,0.144038,0,46.30537836
f1808237cfcff5ec8a77288c27c5d57c,,,,,314.03,0,0,16.28,0.145884,0,44.31137796
650a7616de0968906c3580da3519a7ec,139.54,139.54,1707.56,52.97,749.99,600,0,143.67,0.10385,0.096278,58.99595196
7fecfc9ebd859c8fcdc8e46c0dfbcfef,,,,,2588.78,2552,0,16.17,0.164637,0.087381,44.31137796
f180823af9e8d0ed1d746a7145697427,,,,,668.55,0,0,1.06,0.237776,0,44.31137796
4642d436bd02af2c8e402a27b39255de,,,,,902.78,2733,0,16.85,0.165794,0.087899,44.31137796
ed5fe9e1e61f51cd4448a7123818a7c6,,,,,2496.39,1881,0,129.71,0.11634,0.099998,40.606701
f1807243af268d17a2fe68bcf24a54b4,,,,,1091.52,0,0,48.51,0.164057,0.086803,44.31137796
4747ec6d33861d613ba03fed22df6257,,,,,4299.3,3768,0,141.01,0.114604,0.098262,40.606701
b98d5a0ea440d9babdc5d7c53cc8b8e2,,,,,3439.57,3931,0,132.11,0.099095,0.090821,58.99595196
b7eda06e15890e781c3bea37b7ef519e,,,,,294.34,0,0,18.07,0.164057,0.086803,44.31137796
f18082332a1d3b148f675e9e9f657560,,,,,511.16,0,0,18.12,0.145884,0,44.31137796
4b218c781d39eaed9e37b553801bb26e,,,,,2821.99,2251,0,131.76,0.118636,0.10175,40.606701
f180823ae16a1ae95d9eb515ff89dfb2,,,,,677.48,0,0,15.72,0.144902,0,44.31137796
f1808231612e9852a927d05e1c379272,,,,,2602.98,0,30,139.55,0.160786,0.135182,41.1052014
f1808238237740ba2c4abf1833cb276e,,,,,761.77,0,0,6.89,0.145137,0,44.31137796
1e98e574eaedc653ce2b2417bba2431e,,,,,6179.63,0,0,16.2,0.138847,0,44.31137796
f180823ebd12a71c42bc8b6183ea6fc7,,,,,857.88,0,22,12.56,0.183037,0,45.80687796
f1807242b39c7d782b196d163a99d35b,,,,,803.96,1141,0,138.84,0.116509,0.101397,40.9390266
f78977710b9a8612ea79e71e9e25a50d,0,0,3608.69,0,2266.58,0,28,132.43,0.161936,0.136336,41.1052014
f180823033016b77cf7974a8dc2d091a,,,,,1280.49,0,0,16.07,0.146348,0,45.30837756
79e28346509c4b3d3b8066e1293d1ab8,246.19,246.19,2493.64,110.76,1240.06,1093,0,145.75,0.11691,0.100572,40.606701
f88ca4e625cf7f9a5d0ee84dd999c22b,,,,,62.03,6,0,131.38,0.114088,0.098969,41.2713642
f18072470d26b042830c6b746f5ff077,,,,,293.35,0,0,15,0.145711,0,44.31137796
826622e947a153c61159759ed74eb5f3,,,,,1394.32,0,0,18.94,0.144902,0,44.31137796
f180823da0ed5bed1d2a28c332c504e3,,,,,679.24,694,0,130.15,0.099636,0.091359,58.99595196
d38f0fe5e1e52a3f8ae021122e1350dd,0,0,8883.74,0,8365.63,0,0,43.96,0.166191,0.087548,44.31137796
2b1eb9c765013acf5926011c7ca093c8,0,0,679.02,0,290.52,0,0,16.85,0.145137,0,44.31137796
f18082362bce5efaf4e21e7e8741037c,,,,,5536.48,0,0,115.39,0.11691,0.10002,40.606701
9fd4d5644d05ddeb363629ec74d11f53,,,,,233.01,0,0,9.47,0.145711,0,44.31137796
113824873d8c6a06e11e3d67c9962290,,,,,14648.33,0,0,118.94,0.114008,0.097123,40.606701
f18082388b79e044d806b195c9f3ee66,0,0,2624.17,0,2109.91,0,,19.3,,,
62db210cc93cf358e3e899ee05e1c123,,,,,527.24,435,0,130.32,0.11691,0.100572,40.606701
f180823925635f456449764533b6aae9,,,,,1603.35,0,0,17.41,0.145711,0,44.31137796
8bb259c813e29ef12a72a919945a6882,,,,,1812.5,0,0,16.66,0.142819,0,44.31137796
402ba0895bbd2e496ce0c409d90ab550,,,,,878.05,2934,0,16.33,0.162461,0.083816,45.30837756
97214bce011dbe96d1cfe1c351378ac2,,,,,0,0,0,330.55,0.092453,0.086393,59.17346796
95613035c2296d32f1a1d28937166265,,,,,66.31,138,0,132.15,0.115174,0.098837,40.606701
f180724bbcab4d655929852eb0927417,,,,,6298.67,5304,0,0,0.113323,0.096984,40.606701
f1f24e9f048478c6d41fa05795b1d424,,,,,19.59,19,0,132.11,0.11691,0.100572,40.606701
f180724fac00017a98bf59e0a599e695,,,,,2182.27,1707,0,89.35,0.116509,0.101397,40.606701
9c1da98f4b24fe29240e5e13ddc5e202,,,,,3822.65,7447,0,34.78,0.161165,0.083909,44.31137796
6b68203510e5ed786833a8dd7fbc27e5,149.1,149.1,1509.64,6.06,29.35,62,0,146.77,0.120372,0.103487,40.606701
f180823c3880be434f57a69a8a61072e,1101.84,1101.84,9750.99,968.25,7679.94,11615,0,146.17,0.107659,0.091318,40.606701
f180724e5631f5d003679a309e5e245b,,,,,1123.34,0,0,16.31,0.165793,0.088539,44.31137796
0681c62a8e80cc90a8612d35c36eee11,,,,,13865.32,1572,0,131.8,0.114008,0.097123,40.606701
e444b5e61d11c42ca548dd3a5d81dc18,786.05,786.05,7449.27,621.05,5877.31,6322,0,144.79,0.113323,0.096984,40.606701
f180823204eba591de797470ec269db0,,,,,3423.64,2132,0,9.66,0.143166,0,44.31137796
5a3399e3bfb3a7ea6b4c588821b8926a,,,,,1536.58,2418,0,10.25,0.146348,0,45.30837756
f1808235644f65158ce324286f3430e6,,,,,1013.27,957,0,131.76,0.11691,0.100572,40.606701
f1807241cf95399e134bc4e148be3852,,,,,1598.82,0,0,16.43,0.142819,0,44.31137796
252618e9bd2a555cb75f88ab4350a21f,,,,,940.79,0,0,10.03,0.164635,0.086741,44.31137796
cb264fe842006e54b412de795410828b,,,,,841.29,0,0,117.99,0.115237,0.100123,41.2713642
e9f24b4a2a7eac29927bcffc94ce2cc0,,,,,905.42,0,30,20.48,0.229272,0.116714,45.80687796
f1808235b43d54e75dfabd09096bf4de,,,,,709.15,1023,30,16.59,0.211224,0.107378,47.30687796
d8e15436b055a13446d038d5383f8d40,,,,,1446.67,0,0,118.96,0.110037,0.09492,40.606701
f1808237a204928f6a83ac0c52fdd71b,0,0,522.2,0,121.22,0,0,16.58,0.143459,0,46.30537836
8ecc43bf6868130b3727af3de1ade6d7,,,,,2671.38,3010,0,37.86,0.163484,0.085585,44.31137796
f9255df36ca7cd238d4c72941d06c04c,,,,,1319.86,2957,30,16.67,0.229272,0.116714,45.80687796
d9514936526156d0c3636c84b3b42731,,,,,4584.9,6345,0,142.59,0.112272,0.095387,40.606701
042b68abecd256b91b85834cabc09680,,,,,254.69,0,0,18.17,0.273957,0,59.26637796
8654d175a052ad8a84ba9b50eb7f0eec,,,,,7081.86,9006,0,130.07,0.114481,0.098142,40.606701
f18072482a8d07108d6169f997690cd2,,,,,489.53,842,0,132.88,0.11286,0.096521,40.606701
f180724b4aa944bd5aef9a2dad6ebe12,,,,,7606.96,12521,0,131.98,0.114658,0.099545,40.606701
67a37238c86a1a817a8f8a73cb789435,,,,,2986.43,3869,0,131.79,0.115174,0.098837,40.606701
f1807243e89101fe4269219603d11cf1,,,,,425.7,0,0,12.95,0.144902,0,44.31137796
f18082317345a26d378c2e429030cfcb,704.55,704.55,6964.19,327.39,3314.13,3198,0,144.44,0.115237,0.100123,40.606701
1cf20fd6206d7678d5bcafd28c53b4db,,,,,19.34,0,0,7.18,0.145711,0,44.31137796
0013f326a839a2f6ad87a1859952d227,302.04,302.04,4553.78,195.2,3077.34,1760,0,144.86,0.118636,0.10175,40.606701
f18072452095e194b7565446c17a8f56,,,,,744.14,0,0,19.6,0.145711,0,44.31137796
f180724251777139bf5610873597003d,159.74,159.74,1767.51,20.35,354.93,210,0,144.99,0.116509,0.101397,41.1052014
f1807246a3fec48c952e1be7c4f39bd4,,,,,274.95,0,0,16.46,0.144902,0,44.31137796
06d06896e783666ac404d87c4408da10,,,,,545.58,111,0,16.08,0.14317,0,44.31137796
77142befa8e342b9e3b6db732cf88cc4,,,,,565.44,0,0,18.57,0.14346,0,45.80687796
6187a71186583ed2457d182b00b632c5,619.72,619.72,2274.27,494.42,1637.98,4700,0,10.37,0.164058,0.086163,44.31137796
f1808234c0f95ea1c761a3e727ea8544,,,,,2935.43,0,0,120.78,0.115182,0.098841,40.606701
1e1018feeef533923a964e7fe7879cbb,,,,,601.39,0,0,16.08,0.144902,0,44.31137796
f18072486e48b31a80b58689626d3382,0,0,3198.29,0,2651.73,0,0,15.77,0.140912,0,44.31137796
f18082370a9ed60684cc03a58b1c53cd,,,,,1302.56,539,24,15.32,0.182936,0,46.80387756
30a9de626f74b3856f9c24e55ea7fb85,,,,,559.94,616,0,16.95,0.146688,0,44.31137796
f180724f05643fbea37ba61dffa3fc48,,,,,1331.53,0,0,16.23,0.145711,0,44.31137796
31f1f36ec0d0eff1d2254cc58bd8f784,,,,,669.17,0,0,17.44,0.143227,0,44.31137796
1f9f7ef7528fbb7ef55dd67532c0fa02,,,,,885.05,850,0,131.4,0.116509,0.101397,40.9390266
f180724c7f18cc1f5504e89d8370a068,,,,,3546.18,6219,0,132.59,0.115174,0.098837,40.606701
f5d89ae448b4b14e067a8fb78b8e4c0c,,,,,1016.11,464,0,19.28,0.144902,0,44.31137796
6eaaa43e4cd6fbc3f44815177826431d,,,,,2067.19,0,0,118.34,0.120372,0.103487,40.606701
f180823e2203d259f305531115387463,,,,,865.37,0,0,18.35,0.145711,0,44.31137796
e1afa03fb30cc132a9e67215af59b036,,,,,7413.17,0,0,14.76,0.164637,0.087381,44.31137796
f18082321913ff3acb3898a798b66025,,,,,458.34,0,0,15.4,0.146694,0,44.31137796
f1807248b1e3ba2797a7eb99e9243104,,,,,1506.31,1386,0,2.91,0.145711,0,44.31137796
f18082386f8af7424c2b164d19915441,0,0,1858.33,0,1353.91,0,0,17.09,0.144963,0,44.31137796
